fold,label_fraction,split,stratum,users,fraction,overall_users,overall_fraction,abs_frac_diff
2,0.25,overall,medium,129,0.25343811394891946,129,0.25343811394891946,0.0
2,0.25,train_pool,light,64,0.15724815724815724,79,0.15520628683693516,0.0020418704112220853
2,0.25,train_pool,dark,111,0.2727272727272727,132,0.2593320235756385,0.013395249151634203
2,0.25,train_pool,unlabeled,139,0.3415233415233415,169,0.3320235756385069,0.009499765884834643
2,0.25,train_pool,medium,93,0.2285012285012285,129,0.25343811394891946,0.02493688544769096
2,0.25,train_fraction,light,17,0.16666666666666666,79,0.15520628683693516,0.011460379829731498
2,0.25,train_fraction,dark,31,0.30392156862745096,132,0.2593320235756385,0.04458954505181245
2,0.25,train_fraction,unlabeled,30,0.29411764705882354,169,0.3320235756385069,0.037905928579683335
2,0.25,train_fraction,medium,24,0.23529411764705882,129,0.25343811394891946,0.018143996301860643
2,0.25,val,light,15,0.14705882352941177,79,0.15520628683693516,0.00814746330752339
2,0.25,val,dark,21,0.20588235294117646,132,0.2593320235756385,0.05344967063446204
2,0.25,val,unlabeled,30,0.29411764705882354,169,0.3320235756385069,0.037905928579683335
2,0.25,val,medium,36,0.35294117647058826,129,0.25343811394891946,0.0995030625216688
2,0.50,overall,light,79,0.15520628683693516,79,0.15520628683693516,0.0
2,0.50,overall,dark,132,0.2593320235756385,132,0.2593320235756385,0.0
2,0.50,overall,unlabeled,169,0.3320235756385069,169,0.3320235756385069,0.0
2,0.50,overall,medium,129,0.25343811394891946,129,0.25343811394891946,0.0
2,0.50,train_pool,light,64,0.15724815724815724,79,0.15520628683693516,0.0020418704112220853
2,0.50,train_pool,dark,111,0.2727272727272727,132,0.2593320235756385,0.013395249151634203
2,0.50,train_pool,unlabeled,139,0.3415233415233415,169,0.3320235756385069,0.009499765884834643
2,0.50,train_pool,medium,93,0.2285012285012285,129,0.25343811394891946,0.02493688544769096
2,0.50,train_fraction,light,33,0.16176470588235295,79,0.15520628683693516,0.00655841904541779
2,0.50,train_fraction,dark,54,0.2647058823529412,132,0.2593320235756385,0.005373858777302676
2,0.50,train_fraction,unlabeled,68,0.3333333333333333,169,0.3320235756385069,0.0013097576948264411
2,0.50,train_fraction,medium,49,0.24019607843137256,129,0.25343811394891946,0.013242035517546907
2,0.50,val,light,15,0.14705882352941177,79,0.15520628683693516,0.00814746330752339
2,0.50,val,dark,21,0.20588235294117646,132,0.2593320235756385,0.05344967063446204
2,0.50,val,unlabeled,30,0.29411764705882354,169,0.3320235756385069,0.037905928579683335
2,0.50,val,medium,36,0.35294117647058826,129,0.25343811394891946,0.0995030625216688
2,1.00,overall,light,79,0.15520628683693516,79,0.15520628683693516,0.0
2,1.00,overall,dark,132,0.2593320235756385,132,0.2593320235756385,0.0
2,1.00,overall,unlabeled,169,0.3320235756385069,169,0.3320235756385069,0.0
2,1.00,overall,medium,129,0.25343811394891946,129,0.25343811394891946,0.0
2,1.00,train_pool,light,64,0.15724815724815724,79,0.15520628683693516,0.0020418704112220853
2,1.00,train_pool,dark,111,0.2727272727272727,132,0.2593320235756385,0.013395249151634203
2,1.00,train_pool,unlabeled,139,0.3415233415233415,169,0.3320235756385069,0.009499765884834643
2,1.00,train_pool,medium,93,0.2285012285012285,129,0.25343811394891946,0.02493688544769096
2,1.00,train_fraction,light,64,0.15724815724815724,79,0.15520628683693516,0.0020418704112220853
2,1.00,train_fraction,dark,111,0.2727272727272727,132,0.2593320235756385,0.013395249151634203
2,1.00,train_fraction,unlabeled,139,0.3415233415233415,169,0.3320235756385069,0.009499765884834643
2,1.00,train_fraction,medium,93,0.2285012285012285,129,0.25343811394891946,0.02493688544769096
2,1.00,val,light,15,0.14705882352941177,79,0.15520628683693516,0.00814746330752339
2,1.00,val,dark,21,0.20588235294117646,132,0.2593320235756385,0.05344967063446204
2,1.00,val,unlabeled,30,0.29411764705882354,169,0.3320235756385069,0.037905928579683335
2,1.00,val,medium,36,0.35294117647058826,129,0.25343811394891946,0.0995030625216688
3,0.05,overall,light,79,0.15520628683693516,79,0.15520628683693516,0.0
3,0.05,overall,dark,132,0.2593320235756385,132,0.2593320235756385,0.0
3,0.05,overall,unlabeled,169,0.3320235756385069,169,0.3320235756385069,0.0
3,0.05,overall,medium,129,0.25343811394891946,129,0.25343811394891946,0.0
3,0.05,train_pool,light,63,0.1547911547911548,79,0.15520628683693516,0.0004151320457803642
3,0.05,train_pool,dark,100,0.2457002457002457,132,0.2593320235756385,0.013631777875392798
3,0.05,train_pool,unlabeled,138,0.33906633906633904,169,0.3320235756385069,0.007042763427832166
3,0.05,train_pool,medium,106,0.26044226044226043,129,0.25343811394891946,0.007004146493340968
3,0.05,train_fraction,light,1,0.05,79,0.15520628683693516,0.10520628683693516
3,0.05,train_fraction,dark,1,0.05,132,0.2593320235756385,0.20933202357563852
3,0.05,train_fraction,unlabeled,7,0.35,169,0.3320235756385069,0.017976424361493104
3,0.05,train_fraction,medium,11,0.55,129,0.25343811394891946,0.2965618860510806
3,0.05,val,light,16,0.1568627450980392,79,0.15520628683693516,0.0016564582611040546
3,0.05,val,dark,32,0.3137254901960784,132,0.2593320235756385,0.05439346662043992
3,0.05,val,unlabeled,31,0.30392156862745096,169,0.3320235756385069,0.02810200701105592
3,0.05,val,medium,23,0.22549019607843138,129,0.25343811394891946,0.027947917870488087
3,0.10,overall,light,79,0.15520628683693516,79,0.15520628683693516,0.0
3,0.10,overall,dark,132,0.2593320235756385,132,0.2593320235756385,0.0
3,0.10,overall,unlabeled,169,0.3320235756385069,169,0.3320235756385069,0.0
3,0.10,overall,medium,129,0.25343811394891946,129,0.25343811394891946,0.0
3,0.10,train_pool,light,63,0.1547911547911548,79,0.15520628683693516,0.0004151320457803642
3,0.10,train_pool,dark,100,0.2457002457002457,132,0.2593320235756385,0.013631777875392798
3,0.10,train_pool,unlabeled,138,0.33906633906633904,169,0.3320235756385069,0.007042763427832166
3,0.10,train_pool,medium,106,0.26044226044226043,129,0.25343811394891946,0.007004146493340968
3,0.10,train_fraction,light,5,0.12195121951219512,79,0.15520628683693516,0.03325506732474004
3,0.10,train_fraction,dark,11,0.2682926829268293,132,0.2593320235756385,0.00896065935119078
3,0.10,train_fraction,unlabeled,13,0.3170731707317073,169,0.3320235756385069,0.014950404906799553
3,0.10,train_fraction,medium,12,0.2926829268292683,129,0.25343811394891946,0.03924481288034881
3,0.10,val,light,16,0.1568627450980392,79,0.15520628683693516,0.0016564582611040546
3,0.10,val,dark,32,0.3137254901960784,132,0.2593320235756385,0.05439346662043992
3,0.10,val,unlabeled,31,0.30392156862745096,169,0.3320235756385069,0.02810200701105592
3,0.10,val,medium,23,0.22549019607843138,129,0.25343811394891946,0.027947917870488087
3,0.25,overall,light,79,0.15520628683693516,79,0.15520628683693516,0.0
3,0.25,overall,dark,132,0.2593320235756385,132,0.2593320235756385,0.0
3,0.25,overall,unlabeled,169,0.3320235756385069,169,0.3320235756385069,0.0
3,0.25,overall,medium,129,0.25343811394891946,129,0.25343811394891946,0.0
3,0.25,train_pool,light,63,0.1547911547911548,79,0.15520628683693516,0.0004151320457803642
