fold,label_fraction,split,stratum,users,fraction,overall_users,overall_fraction,abs_frac_diff
1,0.05,overall,22-23,22,0.043222003929273084,22,0.043222003929273084,0.0
1,0.05,overall,24-25,15,0.029469548133595286,15,0.029469548133595286,0.0
1,0.05,overall,26-27,17,0.03339882121807466,17,0.03339882121807466,0.0
1,0.05,overall,28-29,21,0.0412573673870334,21,0.0412573673870334,0.0
1,0.05,overall,30-31,11,0.021611001964636542,11,0.021611001964636542,0.0
1,0.05,overall,32-33,18,0.03536345776031434,18,0.03536345776031434,0.0
1,0.05,overall,34-35,22,0.043222003929273084,22,0.043222003929273084,0.0
1,0.05,overall,36-37,20,0.03929273084479371,20,0.03929273084479371,0.0
1,0.05,overall,38-39,13,0.025540275049115914,13,0.025540275049115914,0.0
1,0.05,overall,40-41,14,0.0275049115913556,14,0.0275049115913556,0.0
1,0.05,overall,42-43,23,0.04518664047151277,23,0.04518664047151277,0.0
1,0.05,overall,44-45,12,0.023575638506876228,12,0.023575638506876228,0.0
1,0.05,overall,46-47,17,0.03339882121807466,17,0.03339882121807466,0.0
1,0.05,overall,48-49,14,0.0275049115913556,14,0.0275049115913556,0.0
1,0.05,overall,50,10,0.019646365422396856,10,0.019646365422396856,0.0
1,0.05,overall,51-55,33,0.06483300589390963,33,0.06483300589390963,0.0
1,0.05,overall,56-60,28,0.0550098231827112,28,0.0550098231827112,0.0
1,0.05,overall,61-65,2,0.003929273084479371,2,0.003929273084479371,0.0
1,0.05,overall,66-67,1,0.0019646365422396855,1,0.0019646365422396855,0.0
1,0.05,train_pool,10-11,17,0.04176904176904177,21,0.0412573673870334,0.0005116743820083661
1,0.05,train_pool,12-13,30,0.07371007371007371,37,0.07269155206286837,0.0010185216472053393
1,0.05,train_pool,14-15,45,0.11056511056511056,57,0.11198428290766209,0.0014191723425515251
1,0.05,train_pool,16-17,30,0.07371007371007371,37,0.07269155206286837,0.0010185216472053393
1,0.05,train_pool,18-19,16,0.03931203931203931,20,0.03929273084479371,1.930846724559898e-05
1,0.05,train_pool,20-21,19,0.04668304668304668,24,0.047151277013752456,0.0004682303307057753
1,0.05,train_pool,22-23,18,0.044226044226044224,22,0.043222003929273084,0.00100404029677114
1,0.05,train_pool,24-25,12,0.029484029484029485,15,0.029469548133595286,1.4481350434199236e-05
1,0.05,train_pool,26-27,13,0.03194103194103194,17,0.03339882121807466,0.0014577892770427162
1,0.05,train_pool,28-29,17,0.04176904176904177,21,0.0412573673870334,0.0005116743820083661
1,0.05,train_pool,30-31,9,0.022113022113022112,11,0.021611001964636542,0.00050202014838557
1,0.05,train_pool,32-33,14,0.0343980343980344,18,0.03536345776031434,0.0009654233622799421
1,0.05,train_pool,34-35,17,0.04176904176904177,22,0.043222003929273084,0.0014529621602313164
1,0.05,train_pool,36-37,16,0.03931203931203931,20,0.03929273084479371,1.930846724559898e-05
1,0.05,train_pool,38-39,10,0.02457002457002457,13,0.025540275049115914,0.0009702504790913453
1,0.05,train_pool,40-41,12,0.029484029484029485,14,0.0275049115913556,0.001979117892673885
1,0.05,train_pool,42-43,19,0.04668304668304668,23,0.04518664047151277,0.0014964062115339072
1,0.05,train_pool,44-45,10,0.02457002457002457,12,0.023575638506876228,0.0009943860631483406
1,0.05,train_pool,46-47,14,0.0343980343980344,17,0.03339882121807466,0.0009992131799597403
1,0.05,train_pool,48-49,11,0.02702702702702703,14,0.0275049115913556,0.0004778845643285713
1,0.05,train_pool,50,8,0.019656019656019656,10,0.019646365422396856,9.65423362279949e-06
1,0.05,train_pool,51-55,26,0.06388206388206388,33,0.06483300589390963,0.0009509420118457429
1,0.05,train_pool,56-60,21,0.051597051597051594,28,0.0550098231827112,0.003412771585659606
1,0.05,train_pool,61-65,2,0.004914004914004914,2,0.003929273084479371,0.0009847318295255428
1,0.05,train_pool,66-67,1,0.002457002457002457,1,0.0019646365422396855,0.0004923659147627714
1,0.05,train_fraction,10-11,0,0.0,21,0.0412573673870334,0.0412573673870334
1,0.05,train_fraction,12-13,1,0.05,37,0.07269155206286837,0.022691552062868367
1,0.05,train_fraction,14-15,3,0.15,57,0.11198428290766209,0.038015717092337906
1,0.05,train_fraction,16-17,2,0.1,37,0.07269155206286837,0.027308447937131636
1,0.05,train_fraction,18-19,0,0.0,20,0.03929273084479371,0.03929273084479371
1,0.05,train_fraction,20-21,1,0.05,24,0.047151277013752456,0.002848722986247547
1,0.05,train_fraction,22-23,1,0.05,22,0.043222003929273084,0.006777996070726919
1,0.05,train_fraction,24-25,1,0.05,15,0.029469548133595286,0.020530451866404717
1,0.05,train_fraction,26-27,1,0.05,17,0.03339882121807466,0.016601178781925345
1,0.05,train_fraction,28-29,1,0.05,21,0.0412573673870334,0.008742632612966601
1,0.05,train_fraction,30-31,0,0.0,11,0.021611001964636542,0.021611001964636542
1,0.05,train_fraction,32-33,0,0.0,18,0.03536345776031434,0.03536345776031434
1,0.05,train_fraction,34-35,0,0.0,22,0.043222003929273084,0.043222003929273084
1,0.05,train_fraction,36-37,2,0.1,20,0.03929273084479371,0.06070726915520629
1,0.05,train_fraction,38-39,0,0.0,13,0.025540275049115914,0.025540275049115914
1,0.05,train_fraction,40-41,0,0.0,14,0.0275049115913556,0.0275049115913556
1,0.05,train_fraction,42-43,2,0.1,23,0.04518664047151277,0.05481335952848723
1,0.05,train_fraction,44-45,0,0.0,12,0.023575638506876228,0.023575638506876228
1,0.05,train_fraction,46-47,2,0.1,17,0.03339882121807466,0.06660117878192534
1,0.05,train_fraction,48-49,1,0.05,14,0.0275049115913556,0.022495088408644403
1,0.05,train_fraction,50,0,0.0,10,0.019646365422396856,0.019646365422396856
1,0.05,train_fraction,51-55,0,0.0,33,0.06483300589390963,0.06483300589390963
1,0.05,train_fraction,56-60,2,0.1,28,0.0550098231827112,0.044990176817288806
1,0.05,train_fraction,61-65,0,0.0,2,0.003929273084479371,0.003929273084479371
1,0.05,train_fraction,66-67,0,0.0,1,0.0019646365422396855,0.0019646365422396855
1,0.05,val,10-11,4,0.0392156862745098,21,0.0412573673870334,0.002041681112523598
1,0.05,val,12-13,7,0.06862745098039216,37,0.07269155206286837,0.004064101082476207
1,0.05,val,14-15,12,0.11764705882352941,57,0.11198428290766209,0.005662775915867321
1,0.05,val,16-17,7,0.06862745098039216,37,0.07269155206286837,0.004064101082476207
1,0.05,val,18-19,4,0.0392156862745098,20,0.03929273084479371,7.704457028390871e-05
1,0.05,val,20-21,5,0.049019607843137254,24,0.047151277013752456,0.0018683308293847983
1,0.05,val,22-23,4,0.0392156862745098,22,0.043222003929273084,0.004006317654763281
1,0.05,val,24-25,3,0.029411764705882353,15,0.029469548133595286,5.7783427712933266e-05
1,0.05,val,26-27,4,0.0392156862745098,17,0.03339882121807466,0.005816865056435146
1,0.05,val,28-29,4,0.0392156862745098,21,0.0412573673870334,0.002041681112523598
1,0.05,val,30-31,2,0.0196078431372549,11,0.021611001964636542,0.0020031588273816403
1,0.05,val,32-33,4,0.0392156862745098,18,0.03536345776031434,0.003852228514195463
1,0.05,val,34-35,5,0.049019607843137254,22,0.043222003929273084,0.00579760391386417
1,0.05,val,36-37,4,0.0392156862745098,20,0.03929273084479371,7.704457028390871e-05
1,0.05,val,38-39,3,0.029411764705882353,13,0.025540275049115914,0.0038714896567664386
1,0.05,val,40-41,2,0.0196078431372549,14,0.0275049115913556,0.007897068454100698
1,0.05,val,42-43,4,0.0392156862745098,23,0.04518664047151277,0.00597095419700297
1,0.05,val,44-45,2,0.0196078431372549,12,0.023575638506876228,0.003967795369621326
1,0.05,val,46-47,3,0.029411764705882353,17,0.03339882121807466,0.003987056512192305
1,0.05,val,48-49,3,0.029411764705882353,14,0.0275049115913556,0.0019068531145267527
1,0.05,val,50,2,0.0196078431372549,10,0.019646365422396856,3.8522285141954354e-05
1,0.05,val,51-55,7,0.06862745098039216,33,0.06483300589390963,0.003794445086482537
1,0.05,val,56-60,7,0.06862745098039216,28,0.0550098231827112,0.013617627797680963
1,0.05,val,61-65,0,0.0,2,0.003929273084479371,0.003929273084479371
1,0.05,val,66-67,0,0.0,1,0.0019646365422396855,0.0019646365422396855
1,0.10,overall,10-11,21,0.0412573673870334,21,0.0412573673870334,0.0
1,0.10,overall,12-13,37,0.07269155206286837,37,0.07269155206286837,0.0
1,0.10,overall,14-15,57,0.11198428290766209,57,0.11198428290766209,0.0
1,0.10,overall,16-17,37,0.07269155206286837,37,0.07269155206286837,0.0
1,0.10,overall,18-19,20,0.03929273084479371,20,0.03929273084479371,0.0
1,0.10,overall,20-21,24,0.047151277013752456,24,0.047151277013752456,0.0
1,0.10,overall,22-23,22,0.043222003929273084,22,0.043222003929273084,0.0
1,0.10,overall,24-25,15,0.029469548133595286,15,0.029469548133595286,0.0
1,0.10,overall,26-27,17,0.03339882121807466,17,0.03339882121807466,0.0
1,0.10,overall,28-29,21,0.0412573673870334,21,0.0412573673870334,0.0
1,0.10,overall,30-31,11,0.021611001964636542,11,0.021611001964636542,0.0
1,0.10,overall,32-33,18,0.03536345776031434,18,0.03536345776031434,0.0
1,0.10,overall,34-35,22,0.043222003929273084,22,0.043222003929273084,0.0
1,0.10,overall,36-37,20,0.03929273084479371,20,0.03929273084479371,0.0
1,0.10,overall,38-39,13,0.025540275049115914,13,0.025540275049115914,0.0
1,0.10,overall,40-41,14,0.0275049115913556,14,0.0275049115913556,0.0
1,0.10,overall,42-43,23,0.04518664047151277,23,0.04518664047151277,0.0
1,0.10,overall,44-45,12,0.023575638506876228,12,0.023575638506876228,0.0
1,0.10,overall,46-47,17,0.03339882121807466,17,0.03339882121807466,0.0
1,0.10,overall,48-49,14,0.0275049115913556,14,0.0275049115913556,0.0
1,0.10,overall,50,10,0.019646365422396856,10,0.019646365422396856,0.0
1,0.10,overall,51-55,33,0.06483300589390963,33,0.06483300589390963,0.0
1,0.10,overall,56-60,28,0.0550098231827112,28,0.0550098231827112,0.0
1,0.10,overall,61-65,2,0.003929273084479371,2,0.003929273084479371,0.0
1,0.10,overall,66-67,1,0.0019646365422396855,1,0.0019646365422396855,0.0
1,0.10,train_pool,10-11,17,0.04176904176904177,21,0.0412573673870334,0.0005116743820083661
1,0.10,train_pool,12-13,30,0.07371007371007371,37,0.07269155206286837,0.0010185216472053393
1,0.10,train_pool,14-15,45,0.11056511056511056,57,0.11198428290766209,0.0014191723425515251
1,0.10,train_pool,16-17,30,0.07371007371007371,37,0.07269155206286837,0.0010185216472053393
1,0.10,train_pool,18-19,16,0.03931203931203931,20,0.03929273084479371,1.930846724559898e-05
1,0.10,train_pool,20-21,19,0.04668304668304668,24,0.047151277013752456,0.0004682303307057753
1,0.10,train_pool,22-23,18,0.044226044226044224,22,0.043222003929273084,0.00100404029677114
1,0.10,train_pool,24-25,12,0.029484029484029485,15,0.029469548133595286,1.4481350434199236e-05
1,0.10,train_pool,26-27,13,0.03194103194103194,17,0.03339882121807466,0.0014577892770427162
1,0.10,train_pool,28-29,17,0.04176904176904177,21,0.0412573673870334,0.0005116743820083661
1,0.10,train_pool,30-31,9,0.022113022113022112,11,0.021611001964636542,0.00050202014838557
1,0.10,train_pool,32-33,14,0.0343980343980344,18,0.03536345776031434,0.0009654233622799421
1,0.10,train_pool,34-35,17,0.04176904176904177,22,0.043222003929273084,0.0014529621602313164
1,0.10,train_pool,36-37,16,0.03931203931203931,20,0.03929273084479371,1.930846724559898e-05
1,0.10,train_pool,38-39,10,0.02457002457002457,13,0.025540275049115914,0.0009702504790913453
1,0.10,train_pool,40-41,12,0.029484029484029485,14,0.0275049115913556,0.001979117892673885
1,0.10,train_pool,42-43,19,0.04668304668304668,23,0.04518664047151277,0.0014964062115339072
1,0.10,train_pool,44-45,10,0.02457002457002457,12,0.023575638506876228,0.0009943860631483406
1,0.10,train_pool,46-47,14,0.0343980343980344,17,0.03339882121807466,0.0009992131799597403
1,0.10,train_pool,48-49,11,0.02702702702702703,14,0.0275049115913556,0.0004778845643285713
1,0.10,train_pool,50,8,0.019656019656019656,10,0.019646365422396856,9.65423362279949e-06
1,0.10,train_pool,51-55,26,0.06388206388206388,33,0.06483300589390963,0.0009509420118457429
1,0.10,train_pool,56-60,21,0.051597051597051594,28,0.0550098231827112,0.003412771585659606
1,0.10,train_pool,61-65,2,0.004914004914004914,2,0.003929273084479371,0.0009847318295255428
1,0.10,train_pool,66-67,1,0.002457002457002457,1,0.0019646365422396855,0.0004923659147627714
1,0.10,train_fraction,10-11,2,0.04878048780487805,21,0.0412573673870334,0.007523120417844649
1,0.10,train_fraction,12-13,3,0.07317073170731707,37,0.07269155206286837,0.000479179644448699
1,0.10,train_fraction,14-15,4,0.0975609756097561,57,0.11198428290766209,0.014423307297905988
1,0.10,train_fraction,16-17,3,0.07317073170731707,37,0.07269155206286837,0.000479179644448699
1,0.10,train_fraction,18-19,1,0.024390243902439025,20,0.03929273084479371,0.014902486942354687
1,0.10,train_fraction,20-21,2,0.04878048780487805,24,0.047151277013752456,0.0016292107911255946
1,0.10,train_fraction,22-23,2,0.04878048780487805,22,0.043222003929273084,0.0055584838756049665
1,0.10,train_fraction,24-25,1,0.024390243902439025,15,0.029469548133595286,0.0050793042311562606
1,0.10,train_fraction,26-27,1,0.024390243902439025,17,0.03339882121807466,0.009008577315635632
1,0.10,train_fraction,28-29,2,0.04878048780487805,21,0.0412573673870334,0.007523120417844649
1,0.10,train_fraction,30-31,1,0.024390243902439025,11,0.021611001964636542,0.0027792419378024832
1,0.10,train_fraction,32-33,1,0.024390243902439025,18,0.03536345776031434,0.010973213857875315
1,0.10,train_fraction,34-35,2,0.04878048780487805,22,0.043222003929273084,0.0055584838756049665
1,0.10,train_fraction,36-37,1,0.024390243902439025,20,0.03929273084479371,0.014902486942354687
1,0.10,train_fraction,38-39,1,0.024390243902439025,13,0.025540275049115914,0.0011500311466768887
1,0.10,train_fraction,40-41,1,0.024390243902439025,14,0.0275049115913556,0.0031146676889165746
1,0.10,train_fraction,42-43,2,0.04878048780487805,23,0.04518664047151277,0.003593847333365277
1,0.10,train_fraction,44-45,1,0.024390243902439025,12,0.023575638506876228,0.0008146053955627973
1,0.10,train_fraction,46-47,1,0.024390243902439025,17,0.03339882121807466,0.009008577315635632
1,0.10,train_fraction,48-49,1,0.024390243902439025,14,0.0275049115913556,0.0031146676889165746
1,0.10,train_fraction,50,1,0.024390243902439025,10,0.019646365422396856,0.004743878480042169
1,0.10,train_fraction,51-55,3,0.07317073170731707,33,0.06483300589390963,0.008337725813407443
1,0.10,train_fraction,56-60,2,0.04878048780487805,28,0.0550098231827112,0.006229335377833149
1,0.10,train_fraction,61-65,1,0.024390243902439025,2,0.003929273084479371,0.020460970817959653
1,0.10,train_fraction,66-67,1,0.024390243902439025,1,0.0019646365422396855,0.02242560736019934
1,0.10,val,10-11,4,0.0392156862745098,21,0.0412573673870334,0.002041681112523598
1,0.10,val,12-13,7,0.06862745098039216,37,0.07269155206286837,0.004064101082476207
1,0.10,val,14-15,12,0.11764705882352941,57,0.11198428290766209,0.005662775915867321
1,0.10,val,16-17,7,0.06862745098039216,37,0.07269155206286837,0.004064101082476207
1,0.10,val,18-19,4,0.0392156862745098,20,0.03929273084479371,7.704457028390871e-05
1,0.10,val,20-21,5,0.049019607843137254,24,0.047151277013752456,0.0018683308293847983
1,0.10,val,22-23,4,0.0392156862745098,22,0.043222003929273084,0.004006317654763281
1,0.10,val,24-25,3,0.029411764705882353,15,0.029469548133595286,5.7783427712933266e-05
1,0.10,val,26-27,4,0.0392156862745098,17,0.03339882121807466,0.005816865056435146
1,0.10,val,28-29,4,0.0392156862745098,21,0.0412573673870334,0.002041681112523598
1,0.10,val,30-31,2,0.0196078431372549,11,0.021611001964636542,0.0020031588273816403
1,0.10,val,32-33,4,0.0392156862745098,18,0.03536345776031434,0.003852228514195463
1,0.10,val,34-35,5,0.049019607843137254,22,0.043222003929273084,0.00579760391386417
1,0.10,val,36-37,4,0.0392156862745098,20,0.03929273084479371,7.704457028390871e-05
1,0.10,val,38-39,3,0.029411764705882353,13,0.025540275049115914,0.0038714896567664386
1,0.10,val,40-41,2,0.0196078431372549,14,0.0275049115913556,0.007897068454100698
1,0.10,val,42-43,4,0.0392156862745098,23,0.04518664047151277,0.00597095419700297
1,0.10,val,44-45,2,0.0196078431372549,12,0.023575638506876228,0.003967795369621326
1,0.10,val,46-47,3,0.029411764705882353,17,0.03339882121807466,0.003987056512192305
1,0.10,val,48-49,3,0.029411764705882353,14,0.0275049115913556,0.0019068531145267527
1,0.10,val,50,2,0.0196078431372549,10,0.019646365422396856,3.8522285141954354e-05
1,0.10,val,51-55,7,0.06862745098039216,33,0.06483300589390963,0.003794445086482537
1,0.10,val,56-60,7,0.06862745098039216,28,0.0550098231827112,0.013617627797680963
1,0.10,val,61-65,0,0.0,2,0.003929273084479371,0.003929273084479371
1,0.10,val,66-67,0,0.0,1,0.0019646365422396855,0.0019646365422396855
1,0.25,overall,10-11,21,0.0412573673870334,21,0.0412573673870334,0.0
1,0.25,overall,12-13,37,0.07269155206286837,37,0.07269155206286837,0.0
1,0.25,overall,14-15,57,0.11198428290766209,57,0.11198428290766209,0.0
1,0.25,overall,16-17,37,0.07269155206286837,37,0.07269155206286837,0.0
1,0.25,overall,18-19,20,0.03929273084479371,20,0.03929273084479371,0.0
1,0.25,overall,20-21,24,0.047151277013752456,24,0.047151277013752456,0.0
1,0.25,overall,22-23,22,0.043222003929273084,22,0.043222003929273084,0.0
1,0.25,overall,24-25,15,0.029469548133595286,15,0.029469548133595286,0.0
1,0.25,overall,26-27,17,0.03339882121807466,17,0.03339882121807466,0.0
1,0.25,overall,28-29,21,0.0412573673870334,21,0.0412573673870334,0.0
1,0.25,overall,30-31,11,0.021611001964636542,11,0.021611001964636542,0.0
1,0.25,overall,32-33,18,0.03536345776031434,18,0.03536345776031434,0.0
1,0.25,overall,34-35,22,0.043222003929273084,22,0.043222003929273084,0.0
1,0.25,overall,36-37,20,0.03929273084479371,20,0.03929273084479371,0.0
1,0.25,overall,38-39,13,0.025540275049115914,13,0.025540275049115914,0.0
1,0.25,overall,40-41,14,0.0275049115913556,14,0.0275049115913556,0.0
1,0.25,overall,42-43,23,0.04518664047151277,23,0.04518664047151277,0.0
1,0.25,overall,44-45,12,0.023575638506876228,12,0.023575638506876228,0.0
1,0.25,overall,46-47,17,0.03339882121807466,17,0.03339882121807466,0.0
1,0.25,overall,48-49,14,0.0275049115913556,14,0.0275049115913556,0.0
1,0.25,overall,50,10,0.019646365422396856,10,0.019646365422396856,0.0
1,0.25,overall,51-55,33,0.06483300589390963,33,0.06483300589390963,0.0
1,0.25,overall,56-60,28,0.0550098231827112,28,0.0550098231827112,0.0
1,0.25,overall,61-65,2,0.003929273084479371,2,0.003929273084479371,0.0
1,0.25,overall,66-67,1,0.0019646365422396855,1,0.0019646365422396855,0.0
1,0.25,train_pool,10-11,17,0.04176904176904177,21,0.0412573673870334,0.0005116743820083661
1,0.25,train_pool,12-13,30,0.07371007371007371,37,0.07269155206286837,0.0010185216472053393
1,0.25,train_pool,14-15,45,0.11056511056511056,57,0.11198428290766209,0.0014191723425515251
1,0.25,train_pool,16-17,30,0.07371007371007371,37,0.07269155206286837,0.0010185216472053393
1,0.25,train_pool,18-19,16,0.03931203931203931,20,0.03929273084479371,1.930846724559898e-05
1,0.25,train_pool,20-21,19,0.04668304668304668,24,0.047151277013752456,0.0004682303307057753
1,0.25,train_pool,22-23,18,0.044226044226044224,22,0.043222003929273084,0.00100404029677114
1,0.25,train_pool,24-25,12,0.029484029484029485,15,0.029469548133595286,1.4481350434199236e-05
1,0.25,train_pool,26-27,13,0.03194103194103194,17,0.03339882121807466,0.0014577892770427162
1,0.25,train_pool,28-29,17,0.04176904176904177,21,0.0412573673870334,0.0005116743820083661
1,0.25,train_pool,30-31,9,0.022113022113022112,11,0.021611001964636542,0.00050202014838557
1,0.25,train_pool,32-33,14,0.0343980343980344,18,0.03536345776031434,0.0009654233622799421
1,0.25,train_pool,34-35,17,0.04176904176904177,22,0.043222003929273084,0.0014529621602313164
1,0.25,train_pool,36-37,16,0.03931203931203931,20,0.03929273084479371,1.930846724559898e-05
1,0.25,train_pool,38-39,10,0.02457002457002457,13,0.025540275049115914,0.0009702504790913453
1,0.25,train_pool,40-41,12,0.029484029484029485,14,0.0275049115913556,0.001979117892673885
1,0.25,train_pool,42-43,19,0.04668304668304668,23,0.04518664047151277,0.0014964062115339072
1,0.25,train_pool,44-45,10,0.02457002457002457,12,0.023575638506876228,0.0009943860631483406
1,0.25,train_pool,46-47,14,0.0343980343980344,17,0.03339882121807466,0.0009992131799597403
1,0.25,train_pool,48-49,11,0.02702702702702703,14,0.0275049115913556,0.0004778845643285713
1,0.25,train_pool,50,8,0.019656019656019656,10,0.019646365422396856,9.65423362279949e-06
1,0.25,train_pool,51-55,26,0.06388206388206388,33,0.06483300589390963,0.0009509420118457429
1,0.25,train_pool,56-60,21,0.051597051597051594,28,0.0550098231827112,0.003412771585659606
1,0.25,train_pool,61-65,2,0.004914004914004914,2,0.003929273084479371,0.0009847318295255428
1,0.25,train_pool,66-67,1,0.002457002457002457,1,0.0019646365422396855,0.0004923659147627714
1,0.25,train_fraction,10-11,4,0.0392156862745098,21,0.0412573673870334,0.002041681112523598
1,0.25,train_fraction,12-13,7,0.06862745098039216,37,0.07269155206286837,0.004064101082476207
1,0.25,train_fraction,14-15,10,0.09803921568627451,57,0.11198428290766209,0.01394506722138758
1,0.25,train_fraction,16-17,6,0.058823529411764705,37,0.07269155206286837,0.013868022651103665
1,0.25,train_fraction,18-19,4,0.0392156862745098,20,0.03929273084479371,7.704457028390871e-05
1,0.25,train_fraction,20-21,3,0.029411764705882353,24,0.047151277013752456,0.017739512307870103
1,0.25,train_fraction,22-23,4,0.0392156862745098,22,0.043222003929273084,0.004006317654763281
1,0.25,train_fraction,24-25,4,0.0392156862745098,15,0.029469548133595286,0.009746138140914518
1,0.25,train_fraction,26-27,4,0.0392156862745098,17,0.03339882121807466,0.005816865056435146
1,0.25,train_fraction,28-29,3,0.029411764705882353,21,0.0412573673870334,0.011845602681151049
1,0.25,train_fraction,30-31,2,0.0196078431372549,11,0.021611001964636542,0.0020031588273816403
1,0.25,train_fraction,32-33,3,0.029411764705882353,18,0.03536345776031434,0.005951693054431988
1,0.25,train_fraction,34-35,5,0.049019607843137254,22,0.043222003929273084,0.00579760391386417
1,0.25,train_fraction,36-37,4,0.0392156862745098,20,0.03929273084479371,7.704457028390871e-05
1,0.25,train_fraction,38-39,2,0.0196078431372549,13,0.025540275049115914,0.005932431911861012
1,0.25,train_fraction,40-41,3,0.029411764705882353,14,0.0275049115913556,0.0019068531145267527
1,0.25,train_fraction,42-43,5,0.049019607843137254,23,0.04518664047151277,0.003832967371624481
1,0.25,train_fraction,44-45,3,0.029411764705882353,12,0.023575638506876228,0.005836126199006125
1,0.25,train_fraction,46-47,4,0.0392156862745098,17,0.03339882121807466,0.005816865056435146
1,0.25,train_fraction,48-49,4,0.0392156862745098,14,0.0275049115913556,0.011710774683154204
1,0.25,train_fraction,50,3,0.029411764705882353,10,0.019646365422396856,0.009765399283485496
1,0.25,train_fraction,51-55,6,0.058823529411764705,33,0.06483300589390963,0.006009476482144921
1,0.25,train_fraction,56-60,6,0.058823529411764705,28,0.0550098231827112,0.0038137062290535054
1,0.25,train_fraction,61-65,2,0.0196078431372549,2,0.003929273084479371,0.01567857005277553
1,0.25,train_fraction,66-67,1,0.00980392156862745,1,0.0019646365422396855,0.007839285026387765
1,0.25,val,10-11,4,0.0392156862745098,21,0.0412573673870334,0.002041681112523598
1,0.25,val,12-13,7,0.06862745098039216,37,0.07269155206286837,0.004064101082476207
1,0.25,val,14-15,12,0.11764705882352941,57,0.11198428290766209,0.005662775915867321
1,0.25,val,16-17,7,0.06862745098039216,37,0.07269155206286837,0.004064101082476207
1,0.25,val,18-19,4,0.0392156862745098,20,0.03929273084479371,7.704457028390871e-05
1,0.25,val,20-21,5,0.049019607843137254,24,0.047151277013752456,0.0018683308293847983
1,0.25,val,22-23,4,0.0392156862745098,22,0.043222003929273084,0.004006317654763281
1,0.25,val,24-25,3,0.029411764705882353,15,0.029469548133595286,5.7783427712933266e-05
1,0.25,val,26-27,4,0.0392156862745098,17,0.03339882121807466,0.005816865056435146
1,0.25,val,28-29,4,0.0392156862745098,21,0.0412573673870334,0.002041681112523598
1,0.25,val,30-31,2,0.0196078431372549,11,0.021611001964636542,0.0020031588273816403
1,0.25,val,32-33,4,0.0392156862745098,18,0.03536345776031434,0.003852228514195463
1,0.25,val,34-35,5,0.049019607843137254,22,0.043222003929273084,0.00579760391386417
1,0.25,val,36-37,4,0.0392156862745098,20,0.03929273084479371,7.704457028390871e-05
1,0.25,val,38-39,3,0.029411764705882353,13,0.025540275049115914,0.0038714896567664386
1,0.25,val,40-41,2,0.0196078431372549,14,0.0275049115913556,0.007897068454100698
1,0.25,val,42-43,4,0.0392156862745098,23,0.04518664047151277,0.00597095419700297
1,0.25,val,44-45,2,0.0196078431372549,12,0.023575638506876228,0.003967795369621326
1,0.25,val,46-47,3,0.029411764705882353,17,0.03339882121807466,0.003987056512192305
1,0.25,val,48-49,3,0.029411764705882353,14,0.0275049115913556,0.0019068531145267527
1,0.25,val,50,2,0.0196078431372549,10,0.019646365422396856,3.8522285141954354e-05
1,0.25,val,51-55,7,0.06862745098039216,33,0.06483300589390963,0.003794445086482537
1,0.25,val,56-60,7,0.06862745098039216,28,0.0550098231827112,0.013617627797680963
1,0.25,val,61-65,0,0.0,2,0.003929273084479371,0.003929273084479371
1,0.25,val,66-67,0,0.0,1,0.0019646365422396855,0.0019646365422396855
1,0.50,overall,10-11,21,0.0412573673870334,21,0.0412573673870334,0.0
1,0.50,overall,12-13,37,0.07269155206286837,37,0.07269155206286837,0.0
1,0.50,overall,14-15,57,0.11198428290766209,57,0.11198428290766209,0.0
1,0.50,overall,16-17,37,0.07269155206286837,37,0.07269155206286837,0.0
1,0.50,overall,18-19,20,0.03929273084479371,20,0.03929273084479371,0.0
1,0.50,overall,20-21,24,0.047151277013752456,24,0.047151277013752456,0.0
1,0.50,overall,22-23,22,0.043222003929273084,22,0.043222003929273084,0.0
1,0.50,overall,24-25,15,0.029469548133595286,15,0.029469548133595286,0.0
1,0.50,overall,26-27,17,0.03339882121807466,17,0.03339882121807466,0.0
1,0.50,overall,28-29,21,0.0412573673870334,21,0.0412573673870334,0.0
1,0.50,overall,30-31,11,0.021611001964636542,11,0.021611001964636542,0.0
1,0.50,overall,32-33,18,0.03536345776031434,18,0.03536345776031434,0.0
1,0.50,overall,34-35,22,0.043222003929273084,22,0.043222003929273084,0.0
1,0.50,overall,36-37,20,0.03929273084479371,20,0.03929273084479371,0.0
1,0.50,overall,38-39,13,0.025540275049115914,13,0.025540275049115914,0.0
1,0.50,overall,40-41,14,0.0275049115913556,14,0.0275049115913556,0.0
1,0.50,overall,42-43,23,0.04518664047151277,23,0.04518664047151277,0.0
1,0.50,overall,44-45,12,0.023575638506876228,12,0.023575638506876228,0.0
1,0.50,overall,46-47,17,0.03339882121807466,17,0.03339882121807466,0.0
1,0.50,overall,48-49,14,0.0275049115913556,14,0.0275049115913556,0.0
1,0.50,overall,50,10,0.019646365422396856,10,0.019646365422396856,0.0
1,0.50,overall,51-55,33,0.06483300589390963,33,0.06483300589390963,0.0
1,0.50,overall,56-60,28,0.0550098231827112,28,0.0550098231827112,0.0
1,0.50,overall,61-65,2,0.003929273084479371,2,0.003929273084479371,0.0
1,0.50,overall,66-67,1,0.0019646365422396855,1,0.0019646365422396855,0.0
1,0.50,train_pool,10-11,17,0.04176904176904177,21,0.0412573673870334,0.0005116743820083661
1,0.50,train_pool,12-13,30,0.07371007371007371,37,0.07269155206286837,0.0010185216472053393
